time(s),mvs,
53.375,-2.25000,
53.575,-2.87500,
53.776,-3.25000,
53.977,-4.12500,
54.178,-4.75000,
54.378,-5.25000,
54.579,-5.75000,
54.780,-6.50000,
54.981,-7.00000,
55.181,-7.50000,
55.382,-8.00000,
55.583,-8.62500,
55.783,-9.25000,
55.984,-10.12500,
56.185,-10.37500,
56.386,-10.87500,
56.586,-11.50000,
56.787,-12.00000,
56.988,-12.62500,
57.188,-13.25000,
57.389,-13.75000,
57.590,-14.37500,
57.791,-14.75000,
57.991,-15.25000,
58.192,-15.87500,
58.393,-16.37500,
58.594,-17.12500,
58.794,-17.37500,
58.995,-18.12500,
59.196,-18.50000,
59.396,-19.00000,
59.597,-19.50000,
59.798,-20.12500,
59.999,-20.37500,
60.199,-21.12500,
60.400,-21.50000,
60.601,-22.00000,
60.802,-22.62500,
61.002,-22.87500,
61.203,-23.50000,
61.404,-23.87500,
61.604,-24.50000,
61.805,-25.00000,
62.006,-25.50000,
62.207,-26.00000,
62.407,-26.37500,
62.608,-26.62500,
62.809,-27.25000,
63.010,-27.62500,
63.210,-28.12500,
63.411,-28.50000,
63.612,-29.00000,
63.812,-29.50000,
64.013,-29.87500,
64.214,-30.25000,
64.415,-30.87500,
64.615,-31.37500,
64.816,-31.62500,
65.017,-32.12500,
65.218,-32.50000,
65.418,-33.00000,
65.619,-33.25000,
65.820,-33.75000,
66.020,-34.37500,
66.221,-34.87500,
66.422,-35.25000,
66.623,-35.37500,
66.823,-35.75000,
67.024,-36.25000,
67.225,-36.75000,
67.426,-37.00000,
67.626,-37.37500,
67.827,-38.00000,
68.028,-38.25000,
68.228,-38.62500,
68.429,-39.00000,
68.630,-39.25000,
68.831,-39.75000,
69.031,-40.12500,
69.232,-40.50000,
69.433,-40.87500,
69.633,-41.25000,
69.834,-41.50000,
70.035,-41.87500,
70.236,-42.37500,
70.436,-42.87500,
70.637,-43.00000,
70.838,-43.12500,
71.039,-43.62500,
71.239,-44.12500,
71.440,-44.37500,
71.641,-44.87500,
71.841,-45.25000,
72.042,-45.37500,
72.243,-45.87500,
72.444,-46.12500,
72.644,-46.50000,
72.845,-46.87500,
73.046,-47.12500,
73.247,-47.75000,
73.447,-47.62500,
73.648,-48.25000,
73.849,-48.25000,
74.049,-48.62500,
74.250,-49.00000,
74.451,-49.37500,
74.652,-49.62500,
74.852,-50.12500,
75.053,-50.25000,
75.254,-50.62500,
75.455,-50.62500,
75.655,-51.25000,
75.856,-51.50000,
76.057,-51.62500,
76.257,-52.00000,
76.458,-52.25000,
76.659,-52.62500,
76.859,-52.75000,
77.060,-52.87500,
77.260,-53.12500,
77.461,-53.37500,
77.662,-54.00000,
77.862,-54.12500,
78.063,-54.37500,
78.264,-54.75000,
78.464,-55.00000,
78.665,-55.25000,
78.866,-55.37500,
79.066,-55.75000,
79.267,-55.75000,
79.468,-56.12500,
79.668,-56.37500,
79.869,-56.62500,
80.070,-56.87500,
80.270,-57.12500,
80.471,-57.50000,
80.672,-57.75000,
80.872,-57.87500,
81.073,-58.12500,
81.274,-58.25000,
81.474,-58.62500,
81.675,-58.62500,
81.876,-58.87500,
82.076,-59.25000,
82.277,-59.62500,
82.478,-59.75000,
82.678,-60.12500,
82.879,-60.00000,
83.080,-60.00000,
83.280,-60.62500,
83.481,-60.62500,
83.681,-60.75000,
83.882,-61.25000,
84.083,-61.50000,
84.283,-61.37500,
84.484,-61.62500,
84.685,-61.75000,
84.885,-62.00000,
85.086,-62.37500,
85.287,-62.37500,
85.487,-62.62500,
85.688,-63.00000,
85.889,-63.00000,
86.089,-63.37500,
86.290,-63.37500,
86.491,-63.50000,
86.691,-64.00000,
86.892,-64.00000,
87.093,-64.25000,
87.293,-64.37500,
87.494,-64.37500,
87.695,-64.62500,
87.895,-64.75000,
88.096,-65.25000,
88.296,-65.25000,
88.497,-65.37500,
88.698,-65.50000,
88.898,-65.75000,
89.099,-65.75000,
89.300,-65.87500,
89.500,-66.25000,
89.701,-66.12500,
89.902,-66.50000,
90.102,-66.62500,
90.303,-66.87500,
90.504,-67.00000,
90.704,-67.12500,
90.905,-67.37500,
91.106,-67.37500,
91.306,-67.50000,
91.507,-67.62500,
91.707,-67.62500,
91.908,-68.12500,
92.109,-68.12500,
92.309,-68.37500,
92.510,-68.37500,
92.711,-68.62500,
92.911,-68.62500,
93.112,-69.00000,
93.313,-68.75000,
93.513,-69.12500,
93.714,-69.25000,
93.915,-69.12500,
94.115,-69.50000,
94.316,-69.62500,
94.517,-69.75000,
94.717,-69.50000,
94.918,-70.00000,
95.119,-70.00000,
95.319,-70.37500,
95.520,-70.37500,
95.721,-70.50000,
95.921,-70.62500,
96.122,-70.62500,
96.322,-71.00000,
96.523,-70.75000,
96.724,-70.87500,
96.924,-71.25000,
97.125,-71.37500,
97.326,-71.37500,
97.526,-71.62500,
97.727,-71.75000,
97.928,-71.62500,
98.128,-72.00000,
98.329,-71.87500,
98.530,-72.00000,
98.730,-72.25000,
98.931,-72.25000,
99.132,-72.37500,
99.332,-72.37500,
99.533,-72.62500,
99.733,-72.75000,
99.934,-72.87500,
100.135,-72.75000,
100.335,-72.87500,
100.536,-72.87500,
100.737,-73.00000,
100.937,-73.25000,
101.138,-73.12500,
101.339,-73.37500,
101.539,-73.87500,
101.740,-73.75000,
101.941,-73.62500,
102.141,-73.87500,
102.342,-73.75000,
102.543,-74.00000,
102.743,-74.00000,
102.944,-74.25000,
103.145,-74.25000,
103.345,-74.37500,
103.546,-74.75000,
103.747,-74.75000,
103.947,-74.62500,
104.148,-74.75000,
104.348,-75.00000,
104.549,-74.87500,
104.750,-74.87500,
104.950,-75.00000,
105.151,-75.12500,
105.352,-75.37500,
105.552,-75.37500,
105.753,-75.25000,
105.954,-75.62500,
106.154,-75.87500,
106.355,-75.75000,
106.556,-75.75000,
106.756,-75.75000,
106.957,-75.75000,
107.157,-76.00000,
107.358,-75.75000,
107.559,-76.00000,
107.759,-76.12500,
107.960,-75.87500,
108.161,-76.12500,
108.361,-76.37500,
108.562,-76.37500,
108.763,-76.37500,
108.963,-76.37500,
109.164,-76.50000,
109.365,-76.62500,
109.565,-76.87500,
109.766,-76.75000,
109.967,-76.87500,
110.167,-76.75000,
110.368,-77.00000,
110.568,-77.12500,
110.769,-77.25000,
110.970,-77.37500,
111.170,-77.25000,
111.371,-77.50000,
111.572,-77.37500,
111.772,-77.50000,
111.973,-77.62500,
112.174,-77.62500,
112.374,-77.62500,
112.575,-77.50000,
112.776,-77.75000,
112.976,-77.75000,
113.177,-78.00000,
113.378,-77.87500,
113.578,-77.87500,
113.779,-78.12500,
113.980,-78.00000,
114.180,-78.25000,
114.381,-78.25000,
114.582,-78.12500,
114.782,-78.25000,
114.983,-78.50000,
115.184,-78.50000,
115.385,-78.50000,
115.585,-78.62500,
115.786,-78.75000,
115.987,-78.75000,
116.187,-78.75000,
116.388,-78.62500,
116.589,-78.75000,
116.790,-78.75000,
116.990,-78.75000,
117.191,-79.00000,
117.392,-79.00000,
117.592,-79.12500,
117.793,-79.25000,
117.994,-79.25000,
118.195,-79.25000,
118.395,-79.25000,
118.596,-79.12500,
118.797,-79.62500,
118.997,-79.50000,
119.198,-79.50000,
119.399,-79.62500,
119.600,-79.75000,
119.800,-79.75000,
120.001,-79.75000,
120.202,-79.87500,
120.402,-79.75000,
120.603,-79.75000,
120.804,-79.87500,
121.005,-79.87500,
121.205,-79.75000,
121.406,-80.25000,
121.607,-80.25000,
121.807,-80.12500,
122.008,-80.62500,
122.209,-80.37500,
122.410,-80.37500,
122.610,-80.50000,
122.811,-80.25000,
123.012,-80.37500,
123.212,-80.25000,
123.413,-80.50000,
123.614,-80.50000,
123.815,-80.62500,
124.015,-80.75000,
124.216,-80.62500,
124.417,-80.75000,
124.617,-80.87500,
124.818,-80.75000,
125.019,-80.87500,
125.220,-81.00000,
125.420,-81.12500,
125.621,-81.00000,
125.822,-81.25000,
126.022,-81.00000,
126.223,-81.25000,
126.424,-81.25000,
126.625,-81.12500,
126.825,-81.50000,
127.026,-81.37500,
127.227,-81.37500,
127.427,-81.37500,
127.628,-81.62500,
127.829,-81.50000,
128.030,-81.50000,
128.230,-81.37500,
128.431,-81.37500,
128.632,-81.62500,
128.832,-81.50000,
129.033,-81.75000,
129.234,-81.87500,
129.435,-81.75000,
129.635,-81.87500,
129.836,-81.75000,
130.037,-81.87500,
130.237,-82.12500,
130.438,-82.12500,
130.639,-82.12500,
130.840,-82.12500,
131.040,-82.12500,
131.241,-82.25000,
131.442,-82.12500,
131.642,-82.25000,
131.843,-82.12500,
132.044,-82.37500,
132.245,-82.75000,
132.445,-82.62500,
132.646,-82.37500,
132.847,-82.50000,
133.047,-82.50000,
133.248,-82.62500,
133.449,-82.62500,
133.650,-82.75000,
133.850,-82.50000,
134.051,-82.62500,
134.252,-82.87500,
134.452,-83.00000,
134.653,-82.87500,
134.854,-83.00000,
135.055,-83.00000,
135.255,-82.87500,
135.456,-83.00000,
135.657,-83.12500,
135.857,-83.25000,
136.058,-83.00000,
136.259,-83.00000,
136.460,-83.00000,
136.660,-83.12500,
136.861,-83.00000,
137.062,-83.12500,
137.262,-83.50000,
137.463,-83.12500,
137.664,-83.37500,
137.865,-83.37500,
138.065,-83.25000,
138.266,-83.25000,
138.467,-83.62500,
138.667,-83.62500,
138.868,-83.62500,
139.069,-83.75000,
139.270,-83.62500,
139.470,-83.75000,
139.671,-84.00000,
139.872,-84.00000,
140.072,-83.87500,
140.273,-83.87500,
140.474,-83.87500,
140.675,-84.12500,
140.875,-84.00000,
141.076,-84.00000,
141.277,-83.87500,
141.478,-84.00000,
141.678,-84.00000,
141.879,-84.12500,
142.080,-84.12500,
142.280,-84.37500,
142.481,-84.37500,
142.682,-84.12500,
142.883,-84.37500,
143.083,-84.12500,
143.284,-84.37500,
143.485,-84.25000,
143.685,-84.62500,
143.886,-84.37500,
144.087,-84.62500,
144.287,-84.37500,
144.488,-84.62500,
144.689,-84.62500,
144.889,-84.62500,
145.090,-84.62500,
145.291,-84.75000,
145.491,-84.62500,
145.692,-84.75000,
145.893,-84.87500,
146.093,-84.62500,
146.294,-84.75000,
146.495,-85.00000,
146.695,-84.87500,
146.896,-85.12500,
147.097,-85.12500,
147.297,-84.87500,
147.498,-85.12500,
147.698,-85.25000,
147.899,-85.12500,
148.100,-84.87500,
148.300,-85.25000,
148.501,-85.12500,
148.702,-85.37500,
148.903,-85.12500,
149.103,-85.50000,
149.304,-85.25000,
149.505,-85.37500,
149.705,-85.50000,
149.906,-85.37500,
