time(s),mvs,
45.361,-108.25000,
45.562,-108.25000,
45.762,-108.37500,
45.963,-108.62500,
46.164,-108.75000,
46.365,-108.75000,
46.565,-108.87500,
46.766,-109.12500,
46.967,-109.12500,
47.168,-109.00000,
47.368,-109.25000,
47.569,-109.12500,
47.770,-109.25000,
47.971,-109.25000,
48.171,-109.87500,
48.372,-109.50000,
48.573,-109.50000,
48.774,-109.50000,
48.974,-109.75000,
49.175,-109.75000,
49.376,-109.75000,
49.577,-109.75000,
49.777,-109.87500,
49.978,-110.00000,
50.179,-110.12500,
50.380,-110.00000,
50.580,-110.25000,
50.781,-110.37500,
50.982,-110.12500,
51.183,-110.12500,
51.383,-110.37500,
51.584,-110.12500,
51.785,-110.12500,
51.986,-110.37500,
52.186,-110.62500,
52.387,-110.75000,
52.588,-110.75000,
52.789,-110.62500,
52.989,-110.75000,
53.190,-110.62500,
53.391,-110.75000,
53.592,-110.62500,
53.792,-110.87500,
53.993,-110.75000,
54.194,-110.62500,
54.395,-111.00000,
54.595,-111.12500,
54.796,-110.87500,
54.997,-111.00000,
55.198,-111.12500,
55.398,-111.12500,
55.599,-111.00000,
55.800,-111.12500,
56.001,-111.25000,
56.201,-111.37500,
56.402,-111.25000,
56.603,-111.12500,
56.804,-111.37500,
57.004,-111.50000,
57.205,-111.12500,
57.406,-111.25000,
57.607,-111.50000,
57.807,-111.50000,
58.008,-111.50000,
58.209,-111.62500,
58.410,-111.62500,
58.610,-111.75000,
58.811,-111.75000,
59.012,-111.62500,
59.213,-111.75000,
59.413,-112.00000,
59.614,-111.50000,
59.815,-111.50000,
60.015,-111.87500,
60.216,-111.87500,
60.417,-111.87500,
60.617,-112.00000,
60.818,-112.00000,
61.019,-111.87500,
61.219,-112.12500,
61.420,-112.00000,
61.621,-112.25000,
61.821,-111.75000,
62.022,-112.12500,
62.223,-112.00000,
62.423,-112.25000,
62.624,-112.37500,
62.825,-112.25000,
63.025,-112.25000,
63.226,-112.25000,
63.427,-112.25000,
63.627,-112.25000,
63.828,-112.37500,
64.029,-112.37500,
64.229,-112.37500,
64.430,-112.37500,
64.631,-112.37500,
64.832,-112.50000,
65.032,-112.50000,
65.233,-112.37500,
65.434,-112.50000,
65.634,-112.62500,
65.835,-112.50000,
66.036,-112.50000,
66.236,-112.50000,
66.437,-112.62500,
66.638,-112.50000,
66.838,-112.62500,
67.039,-112.50000,
67.240,-112.87500,
67.440,-112.75000,
67.641,-112.75000,
67.842,-112.87500,
68.042,-112.75000,
68.243,-112.75000,
68.444,-112.75000,
68.644,-112.87500,
68.845,-113.00000,
69.046,-112.87500,
69.246,-113.00000,
69.447,-112.87500,
69.648,-112.87500,
69.848,-112.87500,
70.049,-113.00000,
70.250,-113.00000,
70.450,-113.00000,
70.651,-112.87500,
70.852,-113.00000,
71.052,-113.12500,
71.253,-113.12500,
71.454,-113.25000,
71.654,-113.25000,
71.855,-113.25000,
72.056,-113.25000,
72.256,-113.50000,
72.457,-113.50000,
72.658,-113.37500,
72.858,-113.12500,
73.059,-113.37500,
73.260,-113.50000,
73.461,-113.25000,
73.661,-113.25000,
73.862,-113.12500,
74.063,-113.37500,
74.263,-113.25000,
74.464,-113.37500,
74.665,-113.50000,
74.866,-113.37500,
75.067,-113.37500,
75.267,-113.37500,
75.468,-113.37500,
75.669,-113.50000,
75.870,-113.37500,
76.070,-113.75000,
76.271,-113.87500,
76.472,-113.75000,
76.673,-113.62500,
76.873,-113.50000,
77.074,-113.75000,
77.275,-113.75000,
77.476,-113.75000,
77.676,-113.75000,
77.877,-113.75000,
78.078,-113.75000,
78.279,-113.87500,
78.479,-113.62500,
78.680,-113.75000,
78.881,-113.75000,
79.082,-113.75000,
79.282,-113.87500,
79.483,-113.75000,
79.684,-113.75000,
79.885,-113.75000,
80.085,-113.75000,
80.286,-113.75000,
80.487,-114.12500,
80.688,-113.87500,
80.888,-114.00000,
81.089,-114.12500,
81.290,-114.00000,
81.491,-113.87500,
81.691,-114.00000,
81.892,-114.00000,
82.093,-114.12500,
82.294,-114.00000,
82.494,-114.00000,
82.695,-114.00000,
82.896,-114.00000,
83.097,-113.87500,
83.297,-114.25000,
83.498,-114.37500,
83.699,-114.00000,
83.900,-114.12500,
84.100,-114.37500,
84.301,-114.37500,
84.502,-114.50000,
84.703,-114.25000,
84.903,-114.37500,
85.104,-114.50000,
85.305,-114.25000,
85.506,-114.37500,
85.707,-114.25000,
85.907,-114.37500,
86.108,-114.25000,
86.309,-114.12500,
86.510,-114.50000,
86.710,-114.62500,
86.911,-114.37500,
87.112,-114.25000,
87.313,-114.50000,
87.513,-114.62500,
87.714,-114.50000,
87.915,-114.50000,
88.116,-114.50000,
88.316,-114.75000,
88.517,-114.75000,
88.718,-114.75000,
88.919,-114.62500,
89.119,-114.62500,
89.320,-114.37500,
89.521,-114.87500,
89.721,-114.62500,
89.922,-114.62500,
90.123,-114.62500,
90.324,-114.75000,
90.524,-114.62500,
90.725,-114.50000,
90.926,-114.62500,
91.127,-114.75000,
91.327,-114.87500,
91.528,-114.87500,
91.729,-114.75000,
91.930,-115.12500,
92.130,-115.00000,
92.331,-115.00000,
92.532,-114.75000,
92.733,-115.00000,
92.933,-115.00000,
93.134,-115.00000,
93.335,-114.75000,
93.536,-114.87500,
93.737,-115.00000,
93.937,-115.00000,
94.138,-114.87500,
94.339,-115.12500,
94.540,-114.87500,
94.740,-115.00000,
94.941,-115.00000,
95.142,-114.87500,
95.343,-115.12500,
95.543,-115.12500,
95.744,-115.00000,
95.945,-115.37500,
96.146,-115.12500,
96.346,-115.25000,
96.547,-115.12500,
96.748,-115.12500,
96.949,-115.12500,
97.149,-115.25000,
97.350,-115.25000,
97.551,-115.25000,
97.752,-115.25000,
97.952,-115.25000,
98.153,-115.37500,
98.354,-115.37500,
98.554,-115.25000,
98.755,-115.12500,
98.956,-115.37500,
99.156,-115.50000,
99.357,-115.37500,
99.558,-115.37500,
99.758,-115.50000,
99.959,-115.62500,
